userid,score,City,Gender,Age,Objects,Balance,Products,estimated_salary
15816994,678,Ярославль,М,40,1,,2,187343.4
15774289,730,Ярославль,М,23,8,,2,183284.53
15659765,596,Рыбинск,Ж,30,1,,2,8125.39
15823452,686,Ростов Великий,М,39,3,129626.19,2,103220.56
15619754,684,Ростов Великий,Ж,26,2,114035.39,1,96885.19
15852251,797,Ростов Великий,М,32,1,151922.94,1,8877.06
15832660,658,Ярославль,Ж,39,4,,1,147530.06
15767812,653,Рыбинск,Ж,27,6,107751.68,2,33389.42
15715217,641,Ярославль,М,37,6,,2,45309.24
15616851,656,Рыбинск,Ж,41,6,101179.23,2,35230.61
15704566,750,Рыбинск,Ж,36,6,,2,59816.41
15708615,768,Ярославль,Ж,40,8,,2,69080.46
15716556,568,Ярославль,М,33,7,,2,143450.61
15790508,706,Ростов Великий,М,36,9,58571.18,2,40774.01
15708933,430,Ростов Великий,Ж,38,8,153058.64,1,99377.27
15816375,745,Ростов Великий,М,35,4,98270.34,1,133617.43
15624629,747,Ярославль,М,43,1,130788.71,1,101495.0
15715183,657,Ростов Великий,М,40,7,99165.84,1,119333.95
15820566,639,Ярославль,Ж,42,4,,2,167682.37
15756626,704,Ярославль,М,44,3,,2,152884.85
15620334,651,Рыбинск,М,23,4,115636.05,2,70400.86
15828778,706,Ростов Великий,Ж,44,2,185932.18,2,65413.41
15796198,632,Ростов Великий,М,30,2,72549.0,2,182728.8
15802426,751,Ярославль,М,42,4,,2,81442.6
15844150,767,Ярославль,Ж,35,2,,2,144251.38
15698877,741,Ярославль,М,39,5,,1,40207.06
15651437,651,Ростов Великий,М,29,3,121890.06,1,54530.51
15625628,601,Ярославль,М,46,2,99786.07,1,32683.88
15675703,520,Ярославль,М,34,3,,2,104703.96
15630309,626,Ростов Великий,М,27,4,115084.53,2,26907.43
15697627,811,Ярославль,М,30,6,,2,180591.32
15654101,730,Ярославль,Ж,32,9,127661.69,1,60905.51
15791839,604,Ростов Великий,Ж,47,4,118907.6,1,47777.15
15852939,499,Ростов Великий,Ж,44,6,77627.33,2,108222.68
15856396,754,Рыбинск,М,40,2,160625.17,1,3554.63
15648409,716,Рыбинск,Ж,29,8,,2,78616.92
15712018,636,Ярославль,Ж,20,10,124266.86,1,100566.81
15835462,470,Ярославль,Ж,25,8,127974.06,2,183259.35
15635977,444,Ярославль,М,43,3,,2,159131.21
15725789,809,Рыбинск,Ж,48,2,,1,160976.85
15675472,850,Ростов Великий,Ж,30,3,104911.35,2,42933.26
15774601,637,Ярославль,М,27,1,,2,91291.2
15803186,512,Ярославль,М,43,1,,2,52471.36
15829940,774,Рыбинск,Ж,43,1,110646.54,1,108804.28
15693190,641,Ярославль,М,57,5,,2,122449.18
15616466,586,Ростов Великий,М,42,6,126704.49,2,41682.3
15747786,611,Ярославль,М,30,9,,2,148887.69
15834078,660,Рыбинск,М,31,1,84560.04,1,137784.25
15727052,532,Ярославль,М,43,9,,2,190573.91
15743276,557,Ростов Великий,Ж,38,2,129893.56,1,102076.03
15813367,730,Рыбинск,М,25,5,167385.81,1,56307.51
15833330,535,Ярославль,Ж,27,6,,2,49775.58
15646756,773,Ростов Великий,Ж,36,4,105858.71,1,4395.45
15680335,510,Ростов Великий,Ж,44,4,123070.89,1,28461.29
15779314,539,Ярославль,М,39,1,,1,28184.7
15709068,690,Рыбинск,Ж,48,2,,2,3149.1
15770027,821,Ярославль,Ж,40,1,,2,194273.12
15828656,687,Ростов Великий,М,35,1,125141.24,2,148537.07
15701723,557,Ярославль,Ж,46,4,96173.17,2,116378.31
15730455,532,Рыбинск,Ж,37,5,,2,6761.84
15842377,540,Рыбинск,М,39,2,,2,81995.92
15801438,705,Ярославль,Ж,55,8,,2,14392.68
15732262,542,Ростов Великий,Ж,35,9,127543.11,2,468.94
15629584,706,Ярославль,М,38,1,,2,122379.54
15750373,765,Ярославль,Ж,56,1,,1,13228.93
15762162,529,Ярославль,М,67,8,103101.56,2,154002.02
15682001,714,Ярославль,М,54,7,126113.28,1,112777.38
15618860,582,Ярославль,М,41,1,40488.76,1,128528.83
15800565,609,Ростов Великий,Ж,40,10,137389.77,2,170122.22
15675963,518,Ярославль,Ж,28,9,85146.36,1,2803.89
15795828,791,Ростов Великий,М,35,5,129828.58,1,181918.26
15825675,747,Ярославль,М,42,4,80214.36,1,115241.96
15789074,565,Ярославль,Ж,40,2,,2,129956.13
15633412,735,Ярославль,М,34,1,141796.43,1,45858.49
15642065,697,Ярославль,Ж,49,7,195238.29,4,131083.56
15825833,813,Ростов Великий,М,27,6,111348.15,1,46422.46
15640621,772,Ярославль,М,43,6,,2,57675.88
15640203,606,Ярославль,Ж,71,8,,2,169741.96
15767500,667,Ростов Великий,Ж,42,10,64404.26,2,26022.37
15821154,637,Ростов Великий,М,40,9,154309.67,1,125334.16
15727505,542,Ярославль,М,67,10,129431.36,1,21343.74
15798903,762,Рыбинск,Ж,43,5,134204.67,1,139971.01
15675175,698,Ярославль,Ж,39,4,,2,47455.82
15797874,850,Ярославль,Ж,32,8,,2,55593.8
15701828,621,Ярославль,Ж,50,5,,2,191756.54
15784852,671,Ростов Великий,Ж,48,9,116711.06,2,76373.38
15844730,775,Ярославль,М,31,9,,2,169278.51
15690308,504,Рыбинск,М,34,0,54980.81,1,136909.88
15687287,751,Рыбинск,Ж,37,3,99773.85,2,54865.92
15751871,691,Ростов Великий,М,30,7,101231.77,2,156529.44
15727205,841,Ростов Великий,М,32,2,117070.21,1,113482.2
15670373,709,Ростов Великий,М,23,8,73314.04,2,63446.47
15709829,673,Ярославль,М,37,2,,1,13624.02
15733325,541,Ярославль,М,37,9,212314.03,1,148814.54
15638086,661,Ярославль,Ж,31,3,136067.82,2,65567.91
15820322,784,Рыбинск,Ж,42,2,109052.04,2,6409.55
15846800,742,Ярославль,Ж,35,2,79126.17,1,126997.53
15760506,850,Рыбинск,Ж,55,7,,1,171762.87
15797179,443,Ярославль,Ж,35,9,108308.0,1,129031.19
15819675,778,Ростов Великий,Ж,48,3,102290.56,2,182691.31
15756253,529,Ярославль,М,39,6,102025.08,2,12351.01
15726258,678,Ростов Великий,Ж,37,2,113383.07,1,135123.96
15716731,516,Рыбинск,Ж,65,9,102541.1,1,181490.42
15813790,469,Рыбинск,М,35,5,,2,186490.37
15621524,786,Рыбинск,М,40,6,,2,41248.8
15780144,703,Ярославль,Ж,41,6,109941.51,1,116267.28
15793573,579,Ростов Великий,М,41,0,141749.68,1,9201.53
15618758,565,Ярославль,М,38,5,,2,80630.32
15678238,443,Ярославль,М,44,2,,1,159165.7
15670034,589,Ярославль,М,37,7,85146.48,2,86490.09
15854151,691,Ярославль,Ж,44,6,134066.1,2,197572.41
15687795,711,Ярославль,Ж,28,8,,2,105159.89
15732407,775,Рыбинск,М,27,4,,1,40807.26
15761403,621,Ярославль,М,35,7,87619.29,1,143.34
15845938,350,Ярославль,М,51,10,,1,125823.79
15636419,668,Рыбинск,Ж,30,8,,2,138465.7
15746130,633,Рыбинск,М,27,3,,2,44008.91
15613025,697,Ростов Великий,М,43,8,103409.16,1,66893.28
15610173,734,Ростов Великий,Ж,30,7,123040.38,1,76503.06
15754423,434,Ярославль,М,41,4,108128.52,1,56784.11
15699328,646,Ростов Великий,М,48,8,169023.33,2,175657.55
15677109,764,Ярославль,М,30,5,,2,105155.66
15811861,727,Рыбинск,Ж,41,10,,2,47468.56
15754122,724,Ярославль,Ж,29,6,,2,64729.51
15756977,749,Рыбинск,М,42,9,222267.63,1,101108.85
15685266,706,Ростов Великий,Ж,47,10,144090.42,1,140938.95
15756335,728,Ярославль,М,30,10,114835.43,1,37662.49
15787506,636,Ярославль,М,44,2,,2,86414.41
15823234,634,Ярославль,М,34,3,145030.92,1,41820.65
15667133,627,Ярославль,М,43,8,71240.3,1,127734.16
15657955,518,Ярославль,М,59,5,138772.15,1,123872.0
15613644,687,Рыбинск,Ж,29,7,93617.07,1,113050.92
15805591,622,Рыбинск,Ж,23,8,,2,131389.39
15704563,693,Рыбинск,Ж,45,4,,2,26589.56
15788771,450,Рыбинск,М,25,9,74237.2,2,195463.35
15734642,664,Ростов Великий,Ж,49,5,127421.78,2,108876.75
15836160,663,Рыбинск,Ж,28,8,61274.7,2,136054.45
15620641,660,Ярославль,М,34,8,106486.66,2,182262.66
15709952,579,Ярославль,Ж,29,10,73194.52,2,129209.09
15716707,655,Ростов Великий,Ж,44,6,146498.76,1,64853.51
15743974,683,Ярославль,М,47,1,,2,148989.15
15687585,655,Ярославль,Ж,32,2,,1,71047.51
15678267,575,Рыбинск,Ж,30,8,,2,185341.63
15674999,574,Рыбинск,М,30,5,120355.0,1,137793.35
15762846,795,Ярославль,М,32,2,117265.21,1,198317.23
15661781,776,Ярославль,Ж,43,4,,2,162137.5
15740246,707,Рыбинск,Ж,52,7,,1,109688.82
15827659,705,Ростов Великий,Ж,37,3,109974.22,1,36320.87
15610119,678,Ростов Великий,Ж,44,2,98009.13,2,31384.86
15775357,663,Ярославль,М,34,10,,1,114083.73
15800717,748,Ярославль,М,66,8,,1,163331.65
15770555,677,Рыбинск,Ж,34,10,171671.9,1,50777.77
15780824,634,Рыбинск,М,63,10,,2,30772.86
15807909,350,Ярославль,Ж,60,3,,1,113796.15
15707895,727,Ярославль,М,61,0,128213.96,2,188729.08
15660939,773,Ростов Великий,М,51,8,116197.65,2,86701.4
15834188,675,Ярославль,М,39,1,,2,153129.22
15680895,649,Рыбинск,Ж,36,6,86607.39,1,19825.09
15628202,552,Ярославль,М,29,10,,2,12186.83
15720046,761,Ростов Великий,М,62,5,98854.34,1,86920.97
15688998,622,Ярославль,М,31,7,,1,35408.77
15699637,615,Ярославль,М,59,8,,2,165576.55
15663829,681,Ростов Великий,М,31,4,97338.19,2,48226.76
15634859,768,Ярославль,М,30,6,,2,199454.37
15631936,617,Рыбинск,М,34,9,,2,118749.58
15645670,452,Ярославль,Ж,33,6,131698.57,2,151623.91
15855456,807,Ростов Великий,М,37,10,130110.45,2,172097.95
15738119,567,Рыбинск,М,44,9,,2,87677.15
15765800,603,Рыбинск,М,24,1,165149.13,2,21858.28
15804342,617,Рыбинск,Ж,37,9,101707.8,1,123866.28
15693058,701,Ярославль,Ж,34,3,105588.66,1,74694.41
15712518,820,Ростов Великий,М,39,9,111336.89,1,16770.31
15794364,438,Ярославль,М,60,7,78391.17,1,49424.6
15851793,600,Рыбинск,Ж,27,6,,2,172031.22
15659788,782,Ярославль,М,34,9,,1,183021.06
15633546,638,Ростов Великий,Ж,41,9,144326.09,1,73979.85
15844029,850,Ростов Великий,М,27,1,101278.25,2,26265.18
15813704,741,Ростов Великий,Ж,19,8,108711.57,2,24857.25
15615092,689,Рыбинск,М,73,1,108555.07,1,167969.15
15645983,743,Ростов Великий,Ж,35,1,146781.24,1,189307.7
15661852,493,Ярославль,Ж,36,2,,2,99770.3
15734528,416,Рыбинск,М,35,8,,1,119712.78
15826012,725,Ярославль,Ж,25,9,,2,168607.74
15808873,497,Ярославль,М,34,2,,2,83087.13
15617290,537,Ростов Великий,М,66,8,103291.25,2,130664.79
15621407,706,Рыбинск,Ж,29,1,209490.21,1,133267.69
15759344,651,Рыбинск,М,38,2,,3,67029.82
15733406,720,Ярославль,М,33,2,,2,141031.08
15673202,797,Ярославль,М,45,8,,1,125110.02
15673085,543,Рыбинск,М,23,5,,2,117832.39
15846537,454,Ярославль,М,34,4,,2,198817.72
15690626,691,Ярославль,М,37,9,149405.18,1,146411.6
15648851,510,Ярославль,Ж,52,6,191665.21,1,131312.56
15757378,792,Рыбинск,Ж,40,7,,1,141652.2
15783917,721,Ярославль,М,41,6,135071.12,1,64477.25
15816709,765,Ярославль,М,41,2,,2,191215.61
15801282,850,Рыбинск,М,39,8,,2,37090.44
15641676,681,Ростов Великий,М,38,6,181804.34,2,57517.71
15712519,586,Ярославль,Ж,60,3,47020.65,2,63241.21
15667729,753,Ярославль,Ж,36,7,128518.98,1,44567.83
15803304,593,Ростов Великий,Ж,38,5,142658.04,2,135337.11
15741783,674,Ярославль,Ж,21,9,120150.39,2,33964.03
15658904,610,Ярославль,Ж,35,7,81905.95,1,61623.19
15815882,652,Ярославль,М,26,3,137998.2,2,168989.77
15813111,850,Ростов Великий,Ж,26,8,123126.29,1,74425.41
15632461,740,Ярославль,Ж,51,4,,2,178929.84
15752770,637,Ростов Великий,М,43,1,135645.29,2,101382.86
15843542,685,Рыбинск,М,31,7,122449.31,2,180769.55
15613221,558,Рыбинск,М,40,4,161766.87,1,92378.54
15618127,677,Ярославль,Ж,37,3,,2,38252.25
15833486,592,Ростов Великий,М,36,10,123187.51,1,146111.35
15757568,652,Ростов Великий,М,36,9,150956.71,1,72350.17
15662689,662,Рыбинск,Ж,42,6,105021.28,1,48242.38
15716665,543,Ярославль,М,64,4,,2,148305.82
15621571,675,Рыбинск,Ж,50,1,133204.91,1,8270.06
15795124,643,Рыбинск,Ж,35,6,,2,41549.64
15839817,611,Ростов Великий,Ж,49,9,115488.52,2,138656.81
15612930,412,Ярославль,М,29,5,,2,12510.53
15622885,638,Рыбинск,М,41,7,,2,43889.41
15820444,824,Рыбинск,Ж,38,3,,2,192800.25
15812691,683,Ярославль,Ж,40,1,,2,75762.0
15853180,562,Ростов Великий,Ж,39,6,130565.02,1,9854.72
15688329,599,Ярославль,Ж,41,2,91328.71,1,115724.78
15808081,753,Ярославль,М,35,4,,2,106303.4
15803609,594,Ярославль,М,50,7,81310.34,1,183868.01
15836914,657,Ярославль,М,34,3,107136.6,1,153895.46
15632097,716,Рыбинск,М,34,9,,1,66695.71
15705219,850,Ярославль,М,43,7,,2,173851.11
15852472,664,Ярославль,М,46,2,,1,177423.02
15773884,558,Ярославль,М,33,0,108477.49,1,109096.71
15817064,606,Ростов Великий,М,40,1,144757.97,2,166656.18
15689705,776,Рыбинск,М,33,2,,2,176921.0
15761505,557,Рыбинск,М,36,1,113110.26,1,98413.1
15652962,614,Ярославль,Ж,27,9,106414.57,2,77500.81
15659006,620,Рыбинск,М,42,4,106920.91,1,119747.08
15833453,695,Рыбинск,М,35,7,,2,160387.98
15678439,729,Ростов Великий,Ж,39,1,131513.26,1,193715.0
15659101,571,Ярославль,Ж,53,2,,2,28045.77
15672980,457,Ярославль,М,40,10,134320.23,2,150757.35
15777450,559,Ярославль,Ж,29,3,79715.36,1,82252.28
15764169,664,Ярославль,Ж,38,4,74306.19,2,154395.56
15632937,500,Рыбинск,Ж,50,5,,4,83866.35
15633564,782,Ростов Великий,М,42,7,126428.38,1,39830.1
15794833,708,Рыбинск,М,38,8,99640.89,1,12429.22
15842767,681,Ярославль,М,43,3,66338.68,1,18772.5
15673593,674,Рыбинск,Ж,39,6,,2,9574.83
15732689,697,Рыбинск,М,43,10,128226.37,1,188486.94
15802469,774,Ярославль,Ж,26,5,,2,64716.08
15853562,624,Ярославль,М,36,6,,2,84749.96
15710745,747,Рыбинск,М,37,1,,2,180551.76
15786192,715,Ярославль,Ж,32,10,,2,60907.49
15768498,808,Ярославль,М,24,4,122168.65,1,174107.04
15804449,678,Ярославль,Ж,43,7,178074.33,1,110405.9
15811982,813,Ростов Великий,М,59,2,135078.41,1,187636.06
15823865,687,Рыбинск,М,38,8,69434.4,2,66580.13
15641860,832,Ярославль,Ж,29,5,,2,178779.52
15681740,668,Ярославль,М,72,2,,2,70783.61
15853731,526,Ростов Великий,М,34,3,122726.56,1,46772.36
15696509,457,Ярославль,Ж,38,7,164496.99,1,163327.27
15751093,649,Рыбинск,Ж,38,8,,1,103760.53
15776333,669,Ярославль,Ж,41,0,150219.41,2,107839.03
15832296,668,Ярославль,М,42,8,187534.79,1,32900.41
15742260,466,Ярославль,Ж,30,3,,1,193984.6
15669211,685,Ярославль,М,30,2,,2,140889.32
15853575,610,Ярославль,М,34,0,103108.17,1,125646.82
15727054,582,Ростов Великий,Ж,50,6,96486.57,2,20344.02
15810856,702,Ростов Великий,М,36,9,90560.48,2,174268.87
15755543,556,Рыбинск,М,46,3,131764.96,1,108500.66
15739107,812,Рыбинск,Ж,24,1,92476.88,1,83247.14
15718530,645,Ростов Великий,М,47,9,152076.93,1,121840.2
15817013,809,Ярославль,М,43,2,,2,132908.07
15646500,560,Ярославль,М,49,4,,1,100075.1
15661383,744,Ярославль,М,29,1,43504.42,1,119327.75
15657379,731,Рыбинск,Ж,39,2,,2,136737.13
15750432,471,Рыбинск,Ж,28,5,,2,22356.97
15792319,686,Ростов Великий,Ж,38,2,93569.86,3,10137.34
15857861,668,Рыбинск,М,45,4,102486.21,2,158379.25
15822356,575,Ярославль,М,36,1,,1,94570.56
15810969,435,Ростов Великий,М,37,8,114346.3,1,980.93
15680524,743,Ярославль,М,23,3,110203.77,1,95583.45
15819782,580,Ярославль,Ж,39,9,128362.59,1,86044.98
15831459,599,Ростов Великий,Ж,49,10,143888.22,2,166236.38
15833225,534,Рыбинск,М,34,5,170600.78,1,5240.53
15782212,680,Ярославль,Ж,32,5,,1,150684.23
15655406,631,Рыбинск,Ж,46,10,,2,129508.96
15673958,485,Ярославль,Ж,39,2,75339.64,1,70665.16
15701708,699,Ярославль,Ж,40,8,122038.34,1,102085.35
15767427,712,Ярославль,М,34,1,,2,195052.12
15783178,603,Ярославль,М,51,8,186825.57,1,93739.71
15803163,850,Ярославль,М,40,6,124788.18,1,65612.12
15720675,584,Ярославль,Ж,41,3,,2,160095.48
15654335,604,Ярославль,Ж,71,2,,2,49506.82
15676210,586,Ярославль,М,51,2,138553.57,1,92406.22
15714709,467,Рыбинск,М,39,5,,2,7415.96
15832755,520,Ярославль,М,35,9,105387.89,1,25059.06
15780471,683,Рыбинск,М,40,4,95053.1,1,116816.54
15704481,557,Ярославль,М,36,3,,1,144078.02
15839801,613,Рыбинск,Ж,32,0,,2,126675.62
15753407,786,Ярославль,М,34,3,137361.96,1,183682.09
15699258,593,Рыбинск,М,32,10,158537.42,1,166850.57
15747821,670,Рыбинск,Ж,29,9,,2,27359.19
15787609,657,Ростов Великий,Ж,48,5,143595.87,1,101314.65
15824650,718,Ростов Великий,М,32,9,169947.41,2,27979.16
15680090,623,Ярославль,Ж,24,7,148167.83,2,109470.34
15760043,496,Ярославль,М,31,5,,2,93713.13
15789431,429,Ярославль,Ж,39,6,48023.83,1,74870.99
15847698,606,Ярославль,М,36,1,155655.46,1,192387.51
15708114,499,Ярославль,Ж,46,6,,2,73457.55
15800601,642,Ярославль,М,62,7,,2,61120.75
15621523,641,Ярославль,Ж,52,4,,1,90964.54
15837059,673,Ярославль,М,32,8,121240.76,1,116969.73
15740282,570,Ярославль,Ж,36,3,,2,92118.75
15672255,472,Ярославль,Ж,37,1,,2,48357.9
15667439,550,Ростов Великий,М,35,9,129847.75,2,197325.4
15612738,625,Ростов Великий,Ж,55,8,118772.71,4,135853.62
15851302,516,Ярославль,М,46,2,,2,169122.54
15848199,682,Ростов Великий,М,32,2,105163.88,2,164170.46
15751872,620,Ярославль,М,28,8,,2,199909.32
15844341,626,Ярославль,Ж,39,0,,2,83295.09
15610591,623,Ярославль,Ж,29,1,,2,39382.06
15717877,569,Ярославль,Ж,35,4,93934.63,1,184748.23
15708495,724,Ярославль,Ж,69,5,117866.92,1,62280.91
15804223,678,Ярославль,Ж,55,5,,1,196794.11
15743130,713,Рыбинск,Ж,26,4,122857.46,2,144682.17
15673898,631,Ярославль,М,32,10,,2,196342.66
15673377,846,Ярославль,Ж,37,6,127103.97,1,41516.44
15627802,660,Ярославль,Ж,43,1,,1,112026.1
15765727,567,Ярославль,М,54,9,96402.96,1,52035.29
15780140,731,Ярославль,М,31,1,132512.26,1,185466.85
15765145,693,Рыбинск,М,47,8,107604.66,1,80149.27
15849156,772,Ярославль,М,34,9,,2,170980.86
15700884,657,Ярославль,М,38,7,,2,185827.74
15853396,774,Ростов Великий,М,34,4,120875.23,2,113407.26
15752516,667,Ярославль,Ж,37,9,71786.9,2,67734.79
15770086,516,Ярославль,Ж,37,8,113143.12,1,3363.36
15795048,551,Рыбинск,М,49,1,150777.72,2,135757.27
15659481,542,Рыбинск,М,35,2,174894.53,1,22314.55
15615030,623,Ярославль,М,28,7,,1,129526.57
15716846,701,Ярославль,Ж,43,2,160416.56,1,37266.43
15705237,583,Ярославль,М,48,3,91246.53,1,60017.46
15691975,731,Рыбинск,М,46,10,,2,153015.42
15743160,461,Ярославль,Ж,35,5,,1,54209.02
15679124,702,Ростов Великий,Ж,23,7,98775.23,1,114603.96
15756711,565,Ростов Великий,Ж,47,10,139756.12,1,165849.49
15635661,711,Рыбинск,М,42,3,177626.77,3,16392.72
15624362,664,Ярославль,М,54,8,,1,162719.69
15684055,518,Рыбинск,М,50,4,,1,107112.25
15766217,728,Рыбинск,М,42,8,,2,41823.22
15830561,585,Ростов Великий,М,37,6,152496.82,1,99907.29
15753462,573,Ярославль,М,52,8,,2,178229.04
15669931,568,Ростов Великий,М,26,1,112930.28,2,22095.73
15700693,602,Ростов Великий,Ж,26,8,113674.2,1,197861.16
15718853,603,Ярославль,М,44,9,,1,138328.24
15650610,687,Ярославль,М,38,0,144450.58,1,137276.83
15839729,741,Ярославль,М,52,1,171236.3,2,21834.4
15692594,469,Рыбинск,М,37,9,96776.49,1,119890.86
15853768,477,Ростов Великий,Ж,58,8,145984.92,1,24564.7
15722699,737,Ростов Великий,М,43,8,96353.8,1,10209.8
15621867,835,Ярославль,М,25,7,,2,83449.65
15615164,717,Ростов Великий,Ж,33,0,115777.23,1,81508.1
15665197,562,Ярославль,Ж,51,7,122822.0,2,32626.21
15678841,758,Рыбинск,М,61,2,,2,43982.41
15626585,408,Ярославль,М,40,3,,2,124874.23
15761516,650,Рыбинск,Ж,32,4,79450.09,1,118324.75
15782007,582,Ростов Великий,М,33,2,122394.0,1,22113.93
15739865,706,Рыбинск,Ж,43,1,,2,31962.77
15806151,567,Ростов Великий,М,41,0,134378.89,1,105746.94
15839353,720,Ярославль,М,29,2,,2,39925.52
15669364,631,Рыбинск,Ж,31,2,88161.85,2,127630.88
15808593,623,Рыбинск,М,41,2,142412.13,1,28778.98
15785247,514,Ярославль,М,35,3,121030.9,1,10008.68
15829169,650,Ростов Великий,Ж,35,3,165982.43,2,24482.16
15728541,673,Рыбинск,Ж,35,6,,2,98618.79
15670707,504,Ярославль,Ж,32,8,206663.75,1,16281.94
15825761,723,Ростов Великий,М,37,3,94661.53,2,121239.65
15769025,645,Ярославль,М,25,0,174400.36,1,42669.37
15844854,664,Рыбинск,М,41,7,123428.69,1,164924.11
15650726,760,Рыбинск,М,43,6,175735.5,1,157337.29
15738668,766,Рыбинск,М,36,5,78381.13,1,153831.6
15855015,634,Ярославль,М,37,5,115345.86,2,168781.8
15730294,640,Ростов Великий,Ж,31,10,118613.34,1,168469.65
15771801,784,Ростов Великий,М,28,2,109960.06,2,170829.87
15741638,547,Ростов Великий,Ж,42,1,142703.4,1,86207.49
15612928,608,Ростов Великий,Ж,40,8,121729.42,1,61164.45
15852001,547,Ярославль,Ж,35,4,,1,133287.73
15787937,612,Ярославль,Ж,43,4,139496.35,2,77128.23
15623359,573,Рыбинск,М,28,8,,2,77660.03
15620892,615,Рыбинск,М,32,5,138521.83,1,56897.1
15673799,710,Ярославль,Ж,33,2,,2,72945.32
15735313,674,Ростов Великий,Ж,38,10,83727.68,1,45418.12
15853646,702,Рыбинск,Ж,38,9,,2,158527.45
15765953,616,Ярославль,М,37,9,,1,111312.96
15775847,688,Рыбинск,М,32,6,124179.3,1,138759.15
15653463,605,Ярославль,М,36,7,128829.25,1,190588.59
15835456,676,Ярославль,М,33,6,171490.78,1,79099.64
15765889,708,Рыбинск,М,33,3,,2,138613.21
15845559,745,Рыбинск,Ж,38,7,,2,194230.82
15798854,661,Рыбинск,М,20,8,,1,110252.53
15727670,726,Ярославль,М,31,9,,2,106117.3
15819672,475,Ярославль,М,40,7,160818.08,1,169642.13
15771823,751,Ростов Великий,М,54,9,156367.6,2,116179.92
15829199,645,Ростов Великий,Ж,59,8,121669.93,2,91.75
15760234,775,Ярославль,М,42,6,133970.22,2,187839.9
15761142,540,Ярославль,М,41,3,,2,121098.65
15842204,591,Ярославль,Ж,34,3,96127.27,1,30972.06
15669119,596,Рыбинск,М,60,7,121907.97,1,30314.04
15640121,573,Рыбинск,М,41,5,,2,14479.29
15613007,577,Рыбинск,М,31,6,,1,196395.25
15733066,830,Ростов Великий,Ж,40,8,77701.64,1,19512.38
15723347,663,Ярославль,М,67,9,,3,72318.77
15852963,421,Ярославль,М,34,2,,2,96615.23
15849930,718,Рыбинск,М,34,5,113922.44,2,30772.22
15754935,655,Ростов Великий,Ж,61,2,183997.7,2,161217.18
15737731,712,Ярославль,М,23,2,,2,66795.78
15766136,663,Ярославль,М,28,4,,2,123969.64
15697508,640,Ярославль,Ж,47,6,89799.46,2,13783.77
15617479,577,Рыбинск,М,29,2,,1,168924.41
15850329,546,Рыбинск,Ж,36,7,85660.96,1,134778.01
15729454,802,Ростов Великий,М,37,9,115569.21,1,119782.89
15738035,590,Ярославль,Ж,45,2,81828.22,1,52167.97
15765437,594,Ростов Великий,М,18,1,132694.73,1,167689.56
15842371,577,Рыбинск,М,51,2,108867.0,1,140800.66
15785059,541,Ярославль,М,39,7,,2,19823.02
15701171,781,Ярославль,Ж,27,5,,2,72969.9
15628765,806,Ростов Великий,М,34,2,96152.68,2,143711.02
15815073,723,Ростов Великий,Ж,49,0,153855.52,1,180862.26
15850291,535,Ярославль,М,45,2,,2,125658.28
15646114,768,Ярославль,Ж,36,3,141334.95,1,125870.5
15835598,653,Ростов Великий,М,41,1,104584.11,1,15126.32
15700085,803,Ростов Великий,Ж,50,8,98173.02,1,22457.25
15820350,545,Рыбинск,Ж,44,1,,2,82614.89
15696688,581,Ростов Великий,Ж,38,3,135157.05,1,32919.42
15767072,513,Ростов Великий,Ж,49,5,171601.27,1,126223.84
15732330,731,Ярославль,М,29,5,179539.2,1,112010.02
15844656,727,Ростов Великий,М,39,5,80615.46,2,180962.32
15696083,560,Рыбинск,М,47,1,,1,128882.66
15792687,766,Ростов Великий,М,27,5,126285.73,1,177614.17
15690914,630,Ростов Великий,Ж,23,4,137964.51,1,174570.55
15781398,652,Ростов Великий,М,41,9,159434.03,1,178373.93
15683591,729,Ростов Великий,М,40,5,113574.61,2,103396.08
15627024,629,Ярославль,Ж,33,6,,2,59129.72
15803724,667,Ростов Великий,М,33,9,124573.33,2,683.37
15612360,671,Ростов Великий,Ж,31,6,105864.6,2,145567.34
15640685,768,Ростов Великий,Ж,47,5,104552.61,1,48137.08
15647287,732,Ярославль,Ж,35,3,,2,90876.95
15660212,546,Ярославль,Ж,30,5,,2,198543.09
15688059,630,Ярославль,М,55,2,,1,106202.07
15836047,765,Ростов Великий,Ж,46,8,119492.88,2,166896.01
15806889,704,Ярославль,Ж,33,0,130499.09,2,74804.36
15845296,470,Рыбинск,Ж,48,6,140576.11,1,116971.05
15771344,688,Ростов Великий,Ж,34,9,91025.58,2,163783.0
15813210,685,Ярославль,Ж,33,1,,3,70221.13
15767180,567,Ярославль,Ж,38,1,125877.65,2,107841.77
15795846,720,Рыбинск,М,64,3,45752.78,2,79623.28
15754257,609,Ярославль,М,39,3,121778.71,1,138399.67
15675552,521,Ростов Великий,Ж,49,2,127948.57,1,182765.14
15736373,556,Ярославль,Ж,30,7,,2,186648.19
15768245,662,Ростов Великий,М,30,5,115286.68,2,149587.92
15727381,704,Ростов Великий,М,41,9,62078.21,2,129050.67
15734971,750,Ярославль,Ж,38,1,,2,47764.99
15820195,619,Рыбинск,Ж,32,4,175406.13,2,172792.43
15699673,468,Рыбинск,М,26,1,131643.25,1,64436.16
15653379,435,Ростов Великий,М,44,3,151739.65,1,167461.5
15820051,529,Ярославль,М,43,6,93616.35,2,98348.66
